Previous_Attendance,Timetable,Semester,Holidays,Internal_Exams,Attendance
53,27,5,12,5,47
65,38,4,5,4,58
85,27,3,5,4,73
77,37,5,9,2,74
69,34,3,12,2,58
55,28,6,7,5,58
61,38,4,6,1,61
63,26,7,5,5,62
67,33,6,6,2,62
75,25,3,12,3,67
74,30,1,8,5,70
82,36,5,12,5,81
80,37,6,6,3,74
84,27,2,4,2,72
70,30,2,11,5,66
79,29,6,5,4,75
60,37,8,9,2,57
50,33,4,3,4,60
54,31,1,6,2,48
70,32,7,9,5,69
61,40,1,8,4,67
50,40,2,6,4,63
96,26,1,11,2,80
63,32,8,2,2,63
85,38,4,12,2,75
67,28,8,7,5,63
95,37,7,5,2,88
79,33,4,3,2,75
94,39,3,3,1,93
78,24,4,9,5,73
73,35,1,9,1,72
74,33,2,6,2,68
55,37,6,6,5,60
75,30,8,3,5,72
74,25,7,4,4,75
59,32,1,11,5,53
94,32,1,6,3,84
81,34,8,5,1,74
98,32,7,3,5,92
98,24,6,6,1,89
56,39,5,12,4,62
54,33,3,2,3,59
65,39,1,5,5,68
59,38,3,9,2,55
54,33,1,12,5,53
76,33,5,10,2,72
63,25,7,3,3,63
95,34,1,9,4,87
52,31,6,3,1,55
79,33,1,7,1,74
62,33,7,2,4,70
55,39,1,5,3,64
80,31,5,3,4,80
66,34,1,2,3,62
76,35,5,2,2,74
77,26,6,11,3,66
87,33,2,2,5,85
92,38,2,11,1,89
52,36,2,4,2,57
59,28,4,3,3,54
83,40,6,7,5,84
72,38,8,11,1,68
73,33,3,6,4,67
58,38,6,10,2,58
74,40,2,12,2,71
69,31,5,8,1,60
65,31,4,7,5,76
89,25,8,4,1,77
91,38,4,4,2,84
71,39,1,4,4,72
76,28,4,10,3,68
93,32,5,5,3,89
71,32,1,12,5,75
95,33,2,10,3,84
84,37,6,3,5,85
91,30,6,10,5,79
68,25,6,2,2,71
79,35,5,6,5,82
82,32,1,11,1,70
87,35,6,7,1,74
50,33,4,5,4,54
91,29,3,5,3,86
73,29,8,5,3,76
64,39,5,8,4,71
58,29,1,11,1,51
94,25,1,5,1,80
51,35,1,7,5,58
82,34,6,11,2,75
62,34,1,3,5,66
98,28,6,10,4,88
65,35,4,11,4,59
84,39,4,7,5,88
85,31,8,11,1,70
93,39,6,3,1,82
75,24,3,3,1,69
74,37,2,12,5,72
84,34,1,6,1,74
56,25,8,12,4,47
75,38,2,5,3,70
94,38,1,6,3,90
87,26,8,8,1,70
79,35,2,9,2,71
57,27,7,11,3,52
60,34,4,7,1,65
65,33,4,4,4,75
88,30,7,10,1,71
74,31,1,8,4,79
79,36,7,4,5,79
88,28,6,11,1,70
76,31,1,8,4,77
51,32,7,10,1,48
62,30,1,11,1,53
52,29,5,12,2,47
52,37,4,6,5,68
73,36,7,4,5,71
62,30,6,4,1,59
64,24,2,9,1,54
90,25,4,10,5,76
73,33,5,7,5,74
76,40,5,3,1,77
69,26,4,2,5,68
69,26,5,6,2,61
83,24,4,4,2,71
82,29,5,3,1,70
95,27,1,11,3,81
64,37,5,12,5,63
81,39,1,9,3,77
53,26,5,7,3,54
79,36,1,2,5,81
78,32,1,12,4,78
86,28,6,11,2,72
55,38,3,2,1,58
70,29,5,12,4,69
84,27,5,9,4,76
58,31,4,2,3,57
56,40,7,7,4,65
84,35,8,7,1,80
85,37,1,6,2,80
66,39,7,11,4,67
54,34,5,8,3,56
67,29,4,5,5,65
51,39,5,7,1,57
72,30,5,8,5,71
96,35,3,4,3,87
77,36,4,4,2,75
61,36,1,9,3,67
64,39,8,8,3,66
71,24,7,4,4,68
80,35,6,3,5,70
84,40,8,10,5,78
53,37,5,2,4,56
50,37,3,8,5,51
70,35,1,3,4,67
97,37,7,8,5,91
50,26,5,2,2,53
62,34,5,8,2,59
94,26,7,4,3,81
54,34,1,6,5,61
71,32,2,3,3,73
93,34,1,5,5,89
77,25,3,8,5,70
72,34,5,12,3,71
95,36,1,3,5,94
60,24,8,6,4,57
88,25,4,11,2,72
94,29,5,4,3,87
50,27,3,3,3,56
81,36,7,3,3,82
76,38,7,10,1,65
51,24,8,6,3,46
84,26,2,5,5,87
76,26,4,9,4,66
86,31,7,3,5,81
87,32,1,5,2,79
78,40,7,2,1,71
88,35,2,5,4,85
67,40,8,3,2,68
58,40,8,12,5,64
66,33,4,4,5,71
73,33,1,2,1,79
97,39,6,8,1,82
82,36,2,4,2,85
97,35,8,9,2,89
90,30,4,2,5,90
71,25,3,2,2,67
95,38,5,9,1,90
95,39,5,12,1,84
65,29,8,9,1,58
97,28,8,3,4,91
85,32,4,8,2,77
54,36,1,9,1,56
66,40,7,5,5,72
70,30,6,5,2,67
58,31,2,3,2,54
69,35,8,2,5,75
56,25,3,3,5,63
51,36,2,5,5,58
91,37,8,2,3,86
60,34,2,11,4,62
83,37,8,5,2,82
83,29,5,11,1,70
62,35,7,4,4,67
95,36,6,11,5,85
92,34,8,2,3,87
69,40,7,9,3,76
72,34,3,11,1,67
79,35,3,5,5,76
54,29,4,12,5,52
86,37,3,9,2,77
73,25,5,4,4,69
65,29,6,10,2,60
53,28,3,8,1,53
67,26,7,12,1,57
68,26,2,3,4,72
74,35,3,8,5,75
77,33,2,9,5,75
77,35,8,6,5,79
83,33,5,9,3,74
94,28,8,7,4,79
64,27,7,10,1,49
56,39,1,9,4,60
83,36,5,3,5,74
67,39,7,9,4,66
60,26,7,9,3,52
72,27,5,2,3,76
95,40,3,10,4,90
87,38,1,7,2,79
95,35,4,7,1,86
75,25,5,9,2,57
82,40,1,9,5,83
66,38,5,7,1,63
52,29,3,6,4,54
96,40,5,7,3,92
63,39,4,11,3,65
57,26,3,10,4,54
77,37,8,5,3,78
69,32,8,5,5,69
90,25,7,2,2,85
66,29,8,6,4,67
78,39,3,3,4,77
73,24,4,12,5,64
73,38,4,8,3,72
61,29,7,8,5,64
56,31,3,5,4,59
50,30,6,6,2,50
50,36,6,6,2,53
52,27,8,10,1,45
87,35,8,9,1,75
90,26,7,11,5,73
98,30,5,2,1,90
63,34,3,3,2,65
65,30,4,9,4,62
54,28,4,11,1,49
71,40,7,11,5,69
76,39,3,7,4,77
81,26,4,12,4,70
67,24,8,3,5,66
85,24,6,3,5,82
98,24,1,4,5,88
88,26,1,11,5,82
91,38,1,5,3,90
52,38,7,10,5,55
52,26,5,2,3,52
72,30,5,7,5,68
55,38,4,9,2,52
56,28,1,11,4,56
66,34,6,7,1,59
91,37,6,11,3,84
78,35,8,11,2,73
80,36,5,4,2,80
56,29,1,8,3,51
68,35,4,4,4,67
87,29,8,2,5,87
62,38,7,5,5,70
73,38,1,5,2,75
81,26,2,11,3,74
67,28,5,4,2,62
60,33,1,6,3,55
52,37,7,8,4,58
89,36,8,8,4,85
62,33,7,2,5,67
88,31,3,11,4,71
57,30,1,3,1,53
53,29,2,9,2,50
64,40,1,3,1,66
74,40,2,4,2,79
78,27,8,10,5,67
60,39,5,8,3,69
66,28,4,5,4,68
61,33,1,10,1,57
66,33,6,10,3,63
52,35,6,9,2,55
88,26,1,2,3,81
58,28,3,5,1,65
55,35,1,12,1,53
73,31,7,8,4,67
95,31,7,5,3,90
61,37,2,6,2,70
64,24,5,5,3,52
73,38,5,5,1,71
73,28,7,4,4,74
79,36,2,12,2,73
96,34,6,6,1,79
98,39,7,8,1,90
62,28,7,11,2,52
84,35,2,6,3,76
86,32,4,2,5,87
89,27,4,10,4,81
51,24,7,2,2,50
60,32,4,9,2,59
51,38,6,4,2,55
98,27,6,2,2,84
87,30,6,8,5,87
67,27,2,12,4,66
74,34,6,10,3,71
98,38,1,7,2,96
90,32,2,2,1,80
67,36,6,8,3,68
97,34,1,5,5,85
91,35,6,7,5,90
50,25,2,12,5,47
51,27,2,4,5,60
71,37,4,8,2,66
60,31,7,2,4,66
65,39,5,10,4,63
87,33,5,7,2,82
66,35,5,8,4,70
80,33,5,2,4,75
52,37,4,4,5,62
58,40,1,4,5,68
82,25,5,6,3,67
97,36,3,2,5,97
63,28,7,12,2,56
74,30,1,5,2,69
65,34,7,6,1,57
63,25,4,12,1,58
51,29,8,11,5,54
70,38,4,6,5,74
52,25,1,3,1,48
93,31,7,8,4,83
92,34,3,11,3,80
85,26,3,7,2,69
80,39,2,8,1,74
73,28,5,2,5,73
64,33,5,4,3,63
58,34,7,8,3,52
55,27,3,2,4,66
53,24,2,4,4,51
76,37,4,8,3,76
76,29,5,11,5,78
87,35,3,12,1,75
94,33,8,8,4,87
71,35,7,12,3,70
65,38,6,12,4,63
59,33,8,3,2,52
92,27,2,4,5,87
81,32,5,11,2,74
50,24,6,5,5,51
80,31,5,10,3,72
62,31,1,5,4,70
55,25,1,6,1,52
91,35,6,9,2,76
92,28,2,9,4,79
67,32,7,8,5,70
95,37,1,4,2,92
56,28,2,7,1,52
66,27,6,4,2,59
77,35,3,3,3,70
83,36,3,10,4,78
90,37,7,8,4,89
86,36,8,8,5,86
67,30,1,9,1,56
94,34,2,10,1,86
96,37,3,11,1,81
74,32,8,12,1,62
66,34,1,8,5,64
84,27,5,7,1,75
52,25,3,6,4,49
80,35,5,4,4,84
50,30,6,7,4,54
96,34,4,11,4,90
79,28,7,5,4,70
79,27,6,9,4,65
55,38,4,4,1,60
59,24,6,9,1,53
57,26,7,11,4,50
94,36,5,10,5,88
89,37,8,6,3,85
55,27,7,12,3,50
82,32,3,5,5,86
95,27,6,12,2,85
80,28,1,3,4,83
84,25,5,10,4,72
71,29,1,8,3,68
59,39,2,5,2,61
69,32,2,2,3,75
52,24,3,2,3,45
65,24,1,5,2,60
84,38,7,10,3,84
74,28,3,3,1,67
59,38,8,2,3,70
53,24,8,7,4,52
74,38,2,6,4,69
88,30,6,6,5,82
69,26,8,3,3,65
81,30,8,8,1,70
70,24,3,7,3,59
76,33,3,3,3,77
88,25,7,4,1,76
98,32,7,3,1,90
73,32,5,10,2,63
52,34,2,5,1,53
63,25,7,5,4,66
55,25,2,7,4,51
84,37,1,10,3,78
78,24,4,10,3,66
62,27,6,2,3,57
65,37,3,7,3,61
56,36,1,7,2,57
95,34,4,9,3,89
68,35,1,9,3,67
98,33,7,4,2,84
66,27,8,5,2,61
94,39,5,6,1,89
68,38,1,5,3,68
67,36,2,6,2,64
88,40,8,11,3,79
74,30,1,12,5,63
97,29,1,6,5,88
90,35,1,7,5,85
82,33,7,12,2,66
57,31,4,6,2,57
53,36,3,8,4,56
54,38,1,7,3,61
66,24,4,6,4,62
92,34,7,3,1,78
88,27,2,10,4,82
52,34,1,9,1,53
61,26,4,11,1,49
95,39,1,2,1,86
66,26,5,2,2,66
66,26,6,7,3,63
95,36,5,11,5,91
59,37,5,6,4,62
72,30,7,9,4,57
80,33,1,5,4,77
93,29,7,6,2,80
90,30,3,10,1,74
53,38,1,6,1,55
69,29,8,10,2,58
89,39,3,7,4,86
62,27,2,3,2,58
59,30,5,4,4,62
85,31,6,6,4,76
97,37,4,8,5,91
56,35,4,5,4,63
80,38,3,12,1,76
65,27,7,4,4,61
76,27,7,5,5,65
80,27,2,4,1,73
86,27,8,10,3,76
75,30,8,8,2,64
53,38,5,12,3,55
98,24,7,5,4,84
59,31,2,10,4,54
77,35,3,6,5,82
78,28,8,6,2,76
75,26,4,3,2,71
83,26,2,8,4,72
97,37,7,6,1,84
93,29,7,7,2,87
61,25,5,3,3,56
52,38,1,10,2,52
81,37,6,5,5,73
55,30,6,11,4,58
50,31,1,8,3,51
57,38,5,12,1,55
86,35,2,11,1,78
75,29,5,3,5,73
86,32,2,3,4,84
75,37,2,9,3,69
83,30,4,9,5,78
59,27,3,9,3,54
97,34,3,10,2,84
77,30,7,12,3,65
58,26,1,2,4,57
51,28,5,4,5,52
60,35,7,12,2,50
93,24,5,9,1,81
60,31,5,9,1,53
62,27,3,2,5,62
72,28,4,7,1,66
54,30,2,7,2,54
62,30,3,12,5,58
65,34,3,3,1,63
90,36,4,8,5,86
97,38,2,8,1,89
98,36,7,12,3,85
94,34,2,12,1,81
84,38,5,10,4,81
98,26,2,11,4,84
83,25,3,5,3,73
66,27,2,4,4,67
55,25,4,3,1,53
79,24,6,2,2,70
87,35,7,8,1,74
95,25,2,7,4,81
85,28,1,4,5,83
83,40,8,4,4,86
53,35,3,10,1,50
77,37,6,7,4,76
80,39,4,11,4,77
97,34,4,5,4,92
65,31,2,3,3,63
91,33,7,11,3,75
71,39,6,8,5,73
84,30,5,6,4,79
56,29,6,3,2,56
90,40,7,5,4,87
51,29,3,3,2,55
77,33,8,8,4,75
66,36,1,11,1,63
76,28,8,11,1,63
63,28,2,8,3,60
72,34,7,10,4,63
92,29,3,9,4,78
71,31,8,9,3,63
95,32,2,2,4,89
58,35,5,6,5,61
77,29,5,9,5,70
63,34,2,9,2,64
77,31,4,4,3,74
85,40,2,2,4,88
98,27,6,7,4,84
84,28,4,11,4,77
53,34,1,7,1,56
81,39,2,10,2,74
88,30,7,2,2,83
57,29,8,3,4,56
59,29,1,6,2,50
53,29,7,4,4,49
61,39,6,10,4,63
76,28,3,5,2,66
56,30,4,4,3,55
59,37,8,5,2,58
55,40,6,3,3,59
83,30,3,10,5,77
53,24,8,7,4,47
50,34,2,7,3,52
94,31,6,9,3,83
84,26,8,7,2,73
62,38,4,5,3,70
98,26,8,8,3,83
56,34,6,9,2,55
87,32,6,10,1,75
52,26,1,10,1,46
97,37,8,6,5,93
62,39,6,2,5,64
98,30,3,6,3,83
95,28,4,10,1,71
57,36,8,4,1,56
62,33,4,9,1,56
51,39,5,2,5,63
70,30,4,7,3,60
57,40,2,11,3,56
60,36,3,3,5,69
55,27,5,7,2,52
74,35,1,4,2,74
84,40,7,8,5,89
53,26,3,3,1,52
68,28,3,4,4,67
95,25,1,5,3,86
54,35,6,7,1,52
92,40,1,4,3,90
79,37,3,5,2,80
68,35,3,9,3,64
73,35,6,3,3,73
84,30,4,12,4,71
95,27,1,3,5,90
75,33,5,6,1,75
54,27,1,6,3,55
65,33,3,5,1,65
55,28,7,4,5,53
75,38,6,8,3,68
74,37,5,10,1,72
67,28,7,6,3,68
61,35,2,5,5,65
66,29,6,12,4,60
74,25,2,3,3,68
65,25,8,7,3,54
55,39,8,10,5,62
89,25,8,3,5,80
78,33,6,8,1,64
92,35,2,11,4,85
90,32,1,4,2,83
82,24,6,12,2,67
86,28,5,6,1,78
59,37,8,2,5,66
90,34,8,4,2,81
86,26,6,2,1,73
68,29,3,6,3,62
63,31,7,9,4,57
51,38,1,10,4,63
54,28,4,9,2,47
58,39,2,4,5,63
80,35,8,7,5,81
69,39,2,8,1,66
88,32,5,10,2,75
75,33,7,10,5,75
74,25,2,10,3,64
57,39,2,5,3,59
74,24,6,3,5,68
87,35,1,6,1,81
85,30,7,7,4,83
78,35,6,5,1,76
65,36,4,2,5,75
67,39,4,3,4,68
52,26,7,12,4,51
50,31,3,7,1,47
67,30,2,5,3,66
79,33,3,4,5,73
97,24,2,4,3,88
77,27,7,10,2,68
50,25,8,8,4,44
82,34,6,5,1,78
94,36,4,3,3,93
79,35,3,8,3,70
92,33,1,6,3,87
58,33,2,12,3,57
63,28,1,12,2,54
56,25,1,7,5,60
97,29,7,8,3,83
55,28,3,12,2,49
64,30,7,3,4,70
65,38,1,4,1,71
72,39,3,12,1,66
74,25,4,7,5,69
58,25,6,7,3,52
60,36,2,5,1,59
61,37,4,6,4,61
72,34,4,9,5,70
80,31,5,12,2,74
61,34,7,11,2,53
93,36,3,7,4,90
52,29,3,6,3,56
98,33,7,10,2,80
85,35,8,8,5,86
50,29,4,2,5,52
86,30,1,11,3,78
73,30,6,12,1,64
50,26,4,9,4,38
97,30,8,9,5,84
74,36,5,12,2,62
55,25,1,4,3,56
80,36,7,4,1,76
64,31,5,10,2,60
52,27,3,3,5,59
82,37,7,8,2,80
84,37,8,3,2,88
87,40,8,12,5,84
63,25,8,2,2,61
66,36,5,4,3,66
70,29,6,7,1,59
62,25,6,11,1,47
67,34,7,2,1,65
64,30,5,7,3,65
66,38,4,4,3,65
73,30,5,9,1,70
93,29,5,4,5,89
59,29,8,6,1,53
94,37,2,9,2,79
97,34,3,8,4,89
96,38,7,11,2,89
51,34,1,10,5,55
70,36,1,12,3,63
87,40,2,5,5,85
57,24,3,3,2,47
73,26,7,4,1,63
60,37,8,3,3,58
94,24,2,12,3,79
91,31,8,11,5,81
59,29,4,6,3,51
96,40,6,6,3,92
82,33,5,4,3,81
58,40,4,5,4,68
84,37,1,4,5,83
60,34,5,6,5,57
94,30,8,9,5,86
89,35,6,11,3,82
58,38,5,7,5,62
86,37,4,11,3,73
58,26,8,9,4,53
56,38,3,8,2,52
86,34,4,6,4,84
59,40,5,3,5,63
79,39,1,11,3,74
74,32,4,9,2,75
85,31,4,8,4,77
98,24,1,2,4,91
59,33,3,12,1,54
94,24,4,11,5,82
68,39,1,9,3,65
93,27,8,4,1,81
79,24,6,8,2,69
52,29,2,11,1,49
68,40,8,10,3,63
59,38,7,11,4,57
61,34,7,2,1,61
74,29,8,11,2,65
53,26,7,11,5,53
88,30,6,12,4,76
59,39,2,10,4,64
87,34,7,6,2,82
50,40,2,12,1,50
69,37,1,11,4,76
79,33,8,6,5,72
63,24,7,11,5,54
85,40,1,3,5,84
87,32,2,7,3,84
68,30,1,6,2,67
75,25,4,4,5,71
63,39,2,3,1,63
82,33,3,9,2,66
54,35,8,6,2,51
51,32,1,7,1,50
70,37,7,9,4,60
97,35,8,11,2,84
91,38,4,3,3,87
93,32,3,7,1,81
62,39,3,6,4,61
50,31,4,3,3,54
65,29,5,7,5,61
90,34,8,10,3,78
73,29,3,3,2,64
58,34,7,7,3,56
59,25,7,11,3,62
62,36,2,10,3,63
57,34,6,6,5,63
74,39,2,8,2,74
82,33,3,8,2,81
85,31,3,3,5,82
60,26,5,7,2,52
65,38,8,8,1,59
93,32,1,4,2,90
79,39,3,8,4,82
51,34,4,12,3,42
87,28,6,8,3,76
77,30,1,7,4,74
58,33,6,4,3,58
54,33,7,3,2,51
65,31,6,11,1,60
83,36,2,3,1,77
56,32,5,3,2,57
76,38,7,9,4,76
87,32,1,6,4,81
81,24,1,2,1,71
71,28,3,4,4,67
87,24,7,11,3,71
68,25,1,10,2,60
86,34,5,12,4,74
89,32,4,6,2,83
91,34,4,11,2,86
95,39,5,7,1,91
61,26,1,5,3,54
80,35,5,3,3,78
58,32,3,12,1,54
66,25,7,3,5,66
55,24,1,3,1,56
77,39,8,3,5,79
76,36,2,6,4,72
73,26,1,3,5,72
72,30,8,6,3,58
80,25,8,8,2,68
88,30,2,12,3,80
83,36,8,4,1,79
96,25,5,9,4,82
67,36,4,6,5,67
77,25,1,3,1,73
62,38,4,6,5,69
96,29,5,11,2,81
95,33,7,7,5,93
91,36,4,11,1,79
76,26,6,3,2,64
60,24,5,6,3,48
56,37,1,4,2,63
65,33,6,8,4,63
83,26,2,8,5,73
55,34,7,5,4,57
51,24,3,6,3,57
85,36,8,12,2,69
55,24,4,8,1,48
97,29,6,6,2,82
76,38,7,7,5,78
87,38,4,4,3,80
57,40,2,5,2,60
93,36,4,12,2,84
95,39,6,10,4,88
62,31,5,9,2,56
76,29,5,3,1,68
60,28,1,3,1,59
68,30,4,2,5,66
75,30,7,5,3,64
84,39,4,5,4,85
60,35,2,2,2,63
63,38,5,4,3,68
62,39,8,8,3,54
94,31,1,9,3,90
61,29,8,4,2,57
50,38,7,3,2,51
61,36,5,11,5,58
95,37,4,8,3,89
90,40,8,8,1,81
64,25,6,11,2,56
98,38,1,3,3,92
78,37,5,11,3,68
84,38,3,2,5,83
70,38,3,8,3,67
86,37,5,7,4,85
66,29,8,11,5,65
93,32,5,3,3,86
83,29,8,12,1,64
85,40,5,8,2,80
97,26,8,10,1,76
52,37,8,2,3,58
63,29,6,6,3,60
72,31,3,8,3,64
94,24,7,7,1,75
96,26,7,5,4,87
56,28,6,5,3,59
73,29,7,2,3,68
76,33,6,5,5,76
82,40,1,12,2,76
80,35,8,2,1,72
92,34,3,3,5,97
50,24,8,2,4,51
83,34,7,3,2,80
92,36,2,6,3,88
77,32,1,9,3,69
52,31,8,6,5,63
73,33,3,8,1,65
