Previous_Attendance,Timetable,Semester,Holidays,Internal_Exams,Attendance
84.0,30.0,5.0,7.0,1.0,74
81.0,25.0,1.0,9.0,3.0,74
73.0,28.0,5.0,2.0,5.0,73
73.0,37.0,1.0,7.0,1.0,68
80.0,26.0,4.0,4.0,2.0,80
60.0,35.0,2.0,2.0,2.0,63
96.0,28.0,3.0,11.0,3.0,85
74.0,30.0,1.0,8.0,5.0,70
54.0,34.0,5.0,9.0,2.0,52
84.0,24.0,4.0,6.0,5.0,74
61.0,28.0,6.0,10.0,5.0,58
76.0,26.0,4.0,9.0,4.0,66
62.0,34.0,5.0,8.0,2.0,59
91.0,30.0,3.0,4.0,3.0,81
58.0,32.0,8.0,9.0,5.0,57
66.0,36.0,5.0,2.0,5.0,72
94.0,35.0,1.0,12.0,1.0,82
75.0,27.0,1.0,5.0,2.0,65
86.0,32.0,4.0,2.0,5.0,87
93.0,35.0,7.0,5.0,4.0,85
98.0,26.0,2.0,11.0,4.0,84
58.0,26.0,1.0,2.0,4.0,57
52.0,29.0,3.0,6.0,3.0,56
82.0,37.0,7.0,8.0,2.0,80
62.0,27.0,6.0,2.0,3.0,57
51.0,26.0,1.0,10.0,1.0,52
56.0,35.0,3.0,2.0,4.0,63
62.0,27.0,2.0,3.0,2.0,58
68.0,40.0,8.0,10.0,3.0,63
64.0,34.0,7.0,7.0,4.0,70
58.0,30.0,7.0,5.0,4.0,63
96.0,35.0,3.0,4.0,3.0,87
56.0,25.0,3.0,3.0,5.0,63
68.0,28.0,3.0,4.0,4.0,67
93.0,34.0,1.0,11.0,5.0,88
88.0,34.0,8.0,9.0,2.0,74
55.0,24.0,3.0,9.0,4.0,57
82.0,38.0,7.0,3.0,2.0,78
67.0,28.0,5.0,4.0,2.0,62
79.0,36.0,1.0,6.0,4.0,83
70.0,36.0,1.0,12.0,3.0,63
79.0,38.0,4.0,11.0,3.0,78
82.0,35.0,2.0,12.0,3.0,78
70.0,25.0,3.0,4.0,4.0,72
56.0,26.0,6.0,4.0,4.0,53
95.0,28.0,1.0,10.0,5.0,86
98.0,26.0,2.0,7.0,5.0,86
86.0,31.0,1.0,10.0,3.0,85
84.0,28.0,1.0,2.0,5.0,83
51.0,30.0,4.0,7.0,5.0,61
82.0,39.0,5.0,7.0,4.0,83
54.0,28.0,4.0,9.0,2.0,47
64.0,36.0,6.0,10.0,2.0,57
97.0,36.0,2.0,10.0,3.0,80
90.0,37.0,4.0,10.0,5.0,92
75.0,24.0,3.0,6.0,2.0,64
69.0,28.0,2.0,11.0,1.0,61
65.0,36.0,4.0,2.0,5.0,75
61.0,34.0,7.0,8.0,4.0,67
53.0,38.0,8.0,7.0,5.0,52
88.0,40.0,8.0,11.0,3.0,79
66.0,27.0,8.0,5.0,2.0,61
80.0,39.0,4.0,11.0,4.0,77
54.0,34.0,2.0,10.0,1.0,52
56.0,25.0,3.0,8.0,5.0,49
85.0,39.0,1.0,6.0,3.0,83
53.0,24.0,2.0,4.0,4.0,51
97.0,29.0,7.0,9.0,4.0,88
91.0,36.0,4.0,11.0,1.0,79
58.0,24.0,3.0,9.0,4.0,48
51.0,24.0,8.0,6.0,3.0,46
75.0,40.0,7.0,9.0,2.0,71
77.0,36.0,4.0,4.0,2.0,75
55.0,30.0,1.0,11.0,1.0,49
60.0,34.0,4.0,7.0,1.0,65
89.0,40.0,1.0,5.0,2.0,86
89.0,40.0,2.0,7.0,5.0,96
58.0,29.0,1.0,10.0,3.0,55
78.0,32.0,7.0,4.0,5.0,81
75.0,40.0,3.0,11.0,3.0,74
67.0,40.0,2.0,7.0,2.0,65
75.0,25.0,3.0,12.0,3.0,67
92.0,25.0,3.0,6.0,1.0,80
91.0,35.0,6.0,9.0,2.0,76
59.0,25.0,8.0,10.0,4.0,55
80.0,26.0,8.0,2.0,2.0,68
83.0,36.0,6.0,5.0,4.0,83
68.0,36.0,2.0,3.0,4.0,68
50.0,39.0,6.0,8.0,4.0,54
57.0,34.0,2.0,9.0,4.0,56
81.0,39.0,3.0,10.0,2.0,72
54.0,27.0,1.0,6.0,3.0,55
89.0,37.0,8.0,6.0,3.0,85
98.0,38.0,2.0,2.0,2.0,94
51.0,32.0,4.0,10.0,4.0,52
50.0,40.0,4.0,6.0,1.0,53
78.0,25.0,1.0,12.0,2.0,70
84.0,28.0,6.0,4.0,3.0,72
85.0,37.0,1.0,9.0,3.0,81
94.0,24.0,7.0,7.0,1.0,75
96.0,34.0,4.0,11.0,4.0,90
52.0,34.0,6.0,7.0,4.0,45
83.0,40.0,8.0,4.0,4.0,86
66.0,33.0,1.0,4.0,1.0,64
76.0,40.0,7.0,8.0,4.0,76
69.0,36.0,3.0,9.0,4.0,70
84.0,30.0,8.0,7.0,1.0,75
59.0,33.0,8.0,3.0,2.0,52
70.0,25.0,2.0,11.0,3.0,62
55.0,39.0,1.0,5.0,3.0,64
52.0,31.0,5.0,8.0,5.0,50
98.0,38.0,1.0,3.0,3.0,92
80.0,27.0,4.0,8.0,4.0,79
74.0,37.0,2.0,12.0,5.0,72
67.0,38.0,2.0,8.0,4.0,68
73.0,35.0,3.0,10.0,5.0,78
75.0,25.0,5.0,11.0,5.0,70
97.0,29.0,7.0,8.0,3.0,83
84.0,37.0,6.0,3.0,5.0,85
54.0,26.0,7.0,8.0,4.0,53
62.0,38.0,4.0,5.0,3.0,70
77.0,37.0,6.0,7.0,4.0,76
86.0,27.0,8.0,10.0,3.0,76
51.0,34.0,5.0,7.0,1.0,49
64.0,39.0,8.0,6.0,1.0,68
86.0,39.0,7.0,8.0,4.0,84
94.0,38.0,3.0,10.0,2.0,81
55.0,27.0,3.0,2.0,4.0,66
81.0,26.0,6.0,9.0,3.0,71
79.0,33.0,4.0,3.0,2.0,75
53.0,33.0,4.0,6.0,3.0,49
93.0,29.0,7.0,6.0,2.0,80
70.0,34.0,2.0,6.0,1.0,69
76.0,38.0,6.0,8.0,3.0,80
88.0,26.0,1.0,2.0,3.0,81
50.0,24.0,8.0,2.0,4.0,51
82.0,36.0,2.0,6.0,2.0,79
80.0,29.0,5.0,3.0,5.0,79
98.0,39.0,7.0,8.0,1.0,90
85.0,28.0,1.0,4.0,5.0,83
70.0,32.0,5.0,2.0,3.0,68
55.0,38.0,1.0,9.0,1.0,52
73.0,30.0,6.0,12.0,1.0,64
50.0,24.0,6.0,5.0,5.0,51
66.0,32.0,2.0,3.0,2.0,70
77.0,33.0,2.0,9.0,5.0,75
98.0,35.0,2.0,7.0,4.0,94
75.0,29.0,2.0,3.0,2.0,72
65.0,31.0,4.0,7.0,5.0,76
90.0,34.0,6.0,4.0,2.0,82
79.0,36.0,1.0,2.0,5.0,81
77.0,24.0,2.0,4.0,5.0,76
89.0,32.0,4.0,6.0,2.0,83
84.0,38.0,6.0,10.0,1.0,74
63.0,38.0,2.0,2.0,3.0,62
83.0,26.0,2.0,8.0,5.0,73
69.0,26.0,4.0,2.0,5.0,68
68.0,35.0,1.0,9.0,3.0,67
52.0,37.0,4.0,4.0,5.0,62
67.0,27.0,2.0,12.0,1.0,58
74.0,35.0,1.0,4.0,2.0,74
66.0,39.0,7.0,11.0,4.0,67
97.0,39.0,6.0,8.0,1.0,82
96.0,24.0,6.0,6.0,1.0,77
76.0,29.0,3.0,12.0,1.0,64
61.0,36.0,1.0,9.0,3.0,67
90.0,33.0,3.0,4.0,4.0,82
65.0,26.0,3.0,4.0,3.0,63
72.0,28.0,7.0,9.0,1.0,59
58.0,31.0,2.0,3.0,2.0,54
58.0,30.0,5.0,3.0,1.0,56
61.0,28.0,6.0,12.0,1.0,51
56.0,29.0,5.0,4.0,3.0,59
91.0,26.0,6.0,8.0,1.0,74
91.0,38.0,1.0,5.0,3.0,90
57.0,26.0,1.0,10.0,4.0,59
66.0,38.0,4.0,4.0,3.0,65
65.0,34.0,7.0,6.0,1.0,57
66.0,26.0,6.0,7.0,3.0,63
51.0,32.0,7.0,10.0,1.0,48
63.0,27.0,1.0,9.0,2.0,58
71.0,39.0,2.0,5.0,2.0,71
95.0,36.0,5.0,7.0,3.0,91
86.0,29.0,4.0,7.0,2.0,79
66.0,27.0,2.0,10.0,4.0,60
91.0,29.0,7.0,6.0,3.0,81
80.0,37.0,8.0,11.0,1.0,69
83.0,26.0,6.0,9.0,2.0,69
56.0,30.0,4.0,4.0,3.0,55
71.0,32.0,1.0,12.0,5.0,75
72.0,24.0,2.0,10.0,1.0,64
76.0,31.0,1.0,8.0,4.0,77
86.0,26.0,6.0,2.0,1.0,73
67.0,33.0,6.0,6.0,2.0,62
71.0,26.0,5.0,2.0,3.0,71
82.0,40.0,8.0,2.0,2.0,85
52.0,24.0,5.0,11.0,1.0,49
58.0,38.0,5.0,7.0,5.0,62
65.0,32.0,1.0,4.0,4.0,65
90.0,39.0,8.0,8.0,1.0,80
96.0,37.0,4.0,8.0,5.0,88
54.0,33.0,3.0,2.0,3.0,59
53.0,34.0,8.0,9.0,4.0,52
96.0,40.0,5.0,7.0,3.0,92
77.0,35.0,8.0,6.0,5.0,79
79.0,33.0,7.0,8.0,1.0,66
57.0,31.0,6.0,7.0,2.0,59
87.0,37.0,1.0,9.0,5.0,87
60.0,31.0,3.0,11.0,2.0,57
56.0,28.0,2.0,7.0,1.0,52
66.0,30.0,3.0,11.0,2.0,61
68.0,40.0,8.0,11.0,1.0,60
98.0,38.0,4.0,10.0,4.0,90
81.0,27.0,2.0,9.0,5.0,71
93.0,37.0,1.0,10.0,5.0,86
70.0,34.0,3.0,12.0,3.0,70
95.0,37.0,1.0,4.0,2.0,92
66.0,35.0,5.0,8.0,4.0,70
67.0,32.0,7.0,8.0,5.0,70
82.0,25.0,5.0,6.0,3.0,67
59.0,27.0,3.0,9.0,3.0,54
85.0,31.0,8.0,11.0,1.0,70
98.0,27.0,6.0,7.0,4.0,84
65.0,25.0,8.0,7.0,3.0,54
68.0,25.0,6.0,2.0,2.0,71
78.0,25.0,5.0,6.0,2.0,67
89.0,25.0,5.0,3.0,3.0,83
80.0,37.0,6.0,6.0,3.0,74
62.0,26.0,8.0,12.0,4.0,58
64.0,37.0,5.0,12.0,5.0,63
79.0,30.0,7.0,12.0,4.0,72
67.0,30.0,1.0,9.0,1.0,56
60.0,26.0,7.0,5.0,3.0,55
98.0,27.0,6.0,7.0,2.0,83
69.0,39.0,8.0,12.0,5.0,69
53.0,29.0,2.0,2.0,5.0,58
72.0,34.0,7.0,10.0,4.0,63
68.0,34.0,8.0,2.0,5.0,73
76.0,35.0,5.0,2.0,2.0,74
72.0,40.0,6.0,3.0,2.0,70
78.0,35.0,6.0,5.0,1.0,76
93.0,32.0,1.0,10.0,5.0,85
60.0,25.0,3.0,11.0,3.0,54
75.0,27.0,7.0,2.0,5.0,74
93.0,30.0,1.0,2.0,4.0,87
62.0,36.0,3.0,3.0,1.0,66
90.0,34.0,8.0,10.0,3.0,78
54.0,26.0,7.0,5.0,4.0,56
51.0,38.0,6.0,4.0,2.0,55
60.0,39.0,5.0,8.0,3.0,69
98.0,33.0,7.0,4.0,2.0,84
93.0,29.0,8.0,9.0,2.0,80
59.0,37.0,1.0,4.0,1.0,66
65.0,28.0,2.0,12.0,1.0,54
87.0,34.0,8.0,5.0,1.0,79
79.0,28.0,6.0,5.0,2.0,69
71.0,40.0,1.0,9.0,3.0,75
67.0,36.0,4.0,6.0,5.0,67
76.0,33.0,5.0,10.0,2.0,72
97.0,25.0,4.0,11.0,4.0,82
66.0,40.0,7.0,5.0,5.0,72
62.0,39.0,3.0,6.0,4.0,61
62.0,40.0,5.0,3.0,4.0,67
52.0,29.0,6.0,12.0,1.0,48
97.0,24.0,2.0,4.0,3.0,88
76.0,29.0,5.0,3.0,1.0,68
74.0,28.0,2.0,7.0,5.0,73
53.0,31.0,2.0,8.0,4.0,55
94.0,39.0,3.0,3.0,1.0,93
98.0,25.0,7.0,12.0,2.0,76
92.0,38.0,2.0,11.0,1.0,89
78.0,39.0,3.0,3.0,4.0,77
63.0,25.0,8.0,2.0,2.0,61
64.0,28.0,8.0,5.0,2.0,59
58.0,25.0,5.0,4.0,5.0,62
50.0,30.0,6.0,6.0,2.0,50
81.0,34.0,8.0,5.0,1.0,74
93.0,39.0,6.0,3.0,1.0,82
85.0,31.0,6.0,6.0,4.0,76
79.0,38.0,3.0,4.0,5.0,83
79.0,30.0,1.0,7.0,4.0,79
76.0,31.0,8.0,8.0,3.0,71
64.0,33.0,5.0,8.0,1.0,58
96.0,34.0,2.0,5.0,4.0,93
87.0,27.0,5.0,12.0,5.0,77
97.0,38.0,5.0,6.0,1.0,86
66.0,37.0,3.0,6.0,4.0,67
95.0,26.0,4.0,5.0,5.0,89
74.0,27.0,1.0,8.0,3.0,74
56.0,28.0,6.0,5.0,3.0,59
52.0,38.0,1.0,10.0,2.0,52
60.0,35.0,6.0,7.0,5.0,66
60.0,32.0,4.0,9.0,2.0,59
55.0,38.0,4.0,9.0,2.0,52
75.0,26.0,4.0,3.0,2.0,71
51.0,28.0,6.0,12.0,3.0,45
79.0,33.0,1.0,7.0,1.0,74
50.0,29.0,7.0,2.0,2.0,50
51.0,40.0,3.0,9.0,2.0,56
79.0,27.0,6.0,9.0,4.0,65
75.0,24.0,6.0,2.0,5.0,72
63.0,26.0,7.0,5.0,5.0,62
70.0,30.0,2.0,11.0,5.0,66
86.0,38.0,8.0,7.0,4.0,80
60.0,24.0,5.0,12.0,2.0,43
70.0,40.0,6.0,5.0,5.0,73
70.0,30.0,6.0,5.0,2.0,67
52.0,26.0,7.0,12.0,4.0,51
78.0,27.0,8.0,10.0,5.0,67
71.0,36.0,8.0,4.0,3.0,73
97.0,34.0,4.0,5.0,4.0,92
82.0,26.0,2.0,4.0,4.0,73
95.0,35.0,2.0,5.0,1.0,92
89.0,37.0,7.0,5.0,3.0,85
91.0,35.0,5.0,12.0,5.0,81
95.0,35.0,3.0,5.0,5.0,93
54.0,35.0,4.0,7.0,4.0,52
98.0,36.0,7.0,12.0,3.0,85
85.0,37.0,7.0,2.0,5.0,86
57.0,37.0,6.0,10.0,2.0,53
87.0,39.0,7.0,4.0,1.0,85
60.0,34.0,7.0,4.0,4.0,61
68.0,35.0,3.0,9.0,3.0,64
73.0,38.0,4.0,8.0,3.0,72
56.0,39.0,1.0,9.0,4.0,60
78.0,39.0,5.0,9.0,2.0,70
56.0,40.0,3.0,3.0,3.0,66
84.0,35.0,8.0,7.0,1.0,80
76.0,27.0,6.0,8.0,4.0,66
58.0,40.0,1.0,4.0,5.0,68
87.0,32.0,2.0,7.0,3.0,84
78.0,30.0,5.0,6.0,3.0,72
76.0,38.0,8.0,12.0,4.0,69
84.0,38.0,3.0,2.0,5.0,83
98.0,26.0,1.0,10.0,4.0,87
87.0,38.0,4.0,4.0,3.0,80
64.0,40.0,1.0,3.0,1.0,66
59.0,31.0,1.0,9.0,5.0,58
52.0,34.0,2.0,5.0,1.0,53
60.0,31.0,2.0,3.0,4.0,64
94.0,35.0,1.0,6.0,5.0,100
82.0,29.0,4.0,8.0,3.0,67
52.0,24.0,4.0,2.0,1.0,54
91.0,24.0,6.0,11.0,1.0,79
56.0,38.0,8.0,7.0,2.0,57
50.0,29.0,4.0,2.0,5.0,52
95.0,36.0,5.0,11.0,5.0,91
88.0,39.0,4.0,11.0,3.0,81
73.0,27.0,2.0,6.0,2.0,65
88.0,37.0,6.0,8.0,2.0,80
59.0,33.0,4.0,3.0,2.0,58
86.0,32.0,2.0,3.0,4.0,84
66.0,38.0,2.0,12.0,4.0,68
89.0,26.0,7.0,7.0,5.0,78
50.0,36.0,6.0,6.0,5.0,58
65.0,31.0,6.0,11.0,1.0,60
70.0,29.0,6.0,2.0,4.0,68
76.0,24.0,6.0,4.0,2.0,69
68.0,25.0,1.0,10.0,2.0,60
52.0,37.0,7.0,10.0,2.0,53
79.0,25.0,8.0,2.0,1.0,70
62.0,31.0,1.0,5.0,4.0,70
87.0,24.0,7.0,11.0,3.0,71
64.0,40.0,8.0,6.0,5.0,66
63.0,24.0,1.0,12.0,2.0,42
64.0,24.0,2.0,9.0,1.0,54
94.0,29.0,5.0,4.0,3.0,87
93.0,36.0,7.0,12.0,2.0,78
73.0,30.0,8.0,10.0,1.0,67
81.0,36.0,5.0,3.0,2.0,75
80.0,30.0,5.0,11.0,2.0,73
74.0,33.0,2.0,6.0,2.0,68
74.0,37.0,5.0,10.0,1.0,72
55.0,27.0,6.0,12.0,4.0,56
78.0,33.0,6.0,8.0,1.0,64
79.0,33.0,8.0,6.0,5.0,72
68.0,26.0,2.0,12.0,4.0,61
63.0,27.0,1.0,6.0,3.0,58
77.0,34.0,2.0,10.0,1.0,66
59.0,29.0,7.0,9.0,4.0,58
78.0,24.0,4.0,10.0,3.0,66
96.0,35.0,6.0,12.0,3.0,86
62.0,29.0,7.0,7.0,2.0,55
68.0,30.0,1.0,6.0,2.0,67
77.0,27.0,4.0,4.0,1.0,75
98.0,38.0,2.0,6.0,2.0,95
97.0,28.0,8.0,3.0,4.0,91
57.0,40.0,8.0,4.0,4.0,61
67.0,30.0,4.0,4.0,3.0,67
61.0,35.0,2.0,5.0,5.0,65
87.0,35.0,6.0,6.0,2.0,84
51.0,35.0,1.0,7.0,5.0,58
59.0,38.0,3.0,9.0,2.0,55
89.0,27.0,4.0,10.0,4.0,81
52.0,37.0,8.0,2.0,3.0,58
52.0,38.0,7.0,12.0,5.0,49
96.0,27.0,6.0,11.0,4.0,76
93.0,40.0,3.0,10.0,4.0,86
90.0,25.0,4.0,10.0,5.0,76
70.0,35.0,1.0,3.0,4.0,67
76.0,28.0,8.0,11.0,1.0,63
98.0,31.0,4.0,6.0,5.0,92
88.0,30.0,6.0,3.0,3.0,80
59.0,36.0,3.0,3.0,3.0,61
92.0,33.0,2.0,7.0,3.0,89
78.0,30.0,6.0,9.0,1.0,74
89.0,25.0,8.0,4.0,1.0,77
88.0,27.0,2.0,10.0,4.0,82
58.0,39.0,7.0,8.0,4.0,57
85.0,36.0,8.0,12.0,2.0,69
57.0,36.0,3.0,11.0,4.0,60
62.0,31.0,4.0,12.0,4.0,56
52.0,29.0,5.0,9.0,1.0,47
86.0,37.0,6.0,10.0,5.0,83
87.0,32.0,1.0,6.0,4.0,81
80.0,35.0,6.0,3.0,5.0,70
96.0,25.0,7.0,8.0,1.0,76
73.0,30.0,5.0,9.0,1.0,70
51.0,24.0,5.0,7.0,4.0,47
83.0,39.0,1.0,7.0,2.0,78
98.0,27.0,6.0,6.0,5.0,85
98.0,30.0,3.0,6.0,3.0,83
77.0,32.0,1.0,9.0,3.0,69
64.0,36.0,7.0,5.0,5.0,63
64.0,37.0,1.0,12.0,4.0,62
59.0,35.0,5.0,10.0,5.0,65
80.0,31.0,5.0,3.0,4.0,80
56.0,40.0,7.0,7.0,4.0,65
87.0,35.0,7.0,8.0,1.0,74
87.0,26.0,8.0,8.0,1.0,70
76.0,38.0,4.0,7.0,1.0,76
95.0,34.0,8.0,10.0,3.0,83
70.0,38.0,2.0,4.0,5.0,77
93.0,27.0,7.0,3.0,4.0,86
98.0,24.0,8.0,8.0,4.0,90
60.0,37.0,2.0,3.0,1.0,61
93.0,36.0,2.0,7.0,1.0,83
91.0,34.0,4.0,11.0,2.0,86
92.0,33.0,1.0,6.0,3.0,87
57.0,26.0,7.0,11.0,4.0,50
64.0,37.0,4.0,5.0,3.0,65
63.0,37.0,3.0,7.0,1.0,61
84.0,27.0,6.0,12.0,1.0,75
87.0,32.0,2.0,3.0,3.0,80
63.0,34.0,2.0,9.0,2.0,64
51.0,30.0,4.0,8.0,2.0,48
86.0,40.0,8.0,8.0,2.0,84
75.0,37.0,6.0,11.0,3.0,68
56.0,37.0,3.0,10.0,2.0,59
77.0,30.0,1.0,7.0,4.0,74
63.0,32.0,5.0,5.0,1.0,60
59.0,26.0,8.0,7.0,5.0,54
61.0,36.0,4.0,5.0,4.0,67
70.0,38.0,6.0,12.0,4.0,61
53.0,26.0,5.0,2.0,5.0,56
51.0,29.0,7.0,4.0,3.0,57
89.0,38.0,2.0,12.0,1.0,78
51.0,30.0,8.0,5.0,3.0,46
68.0,26.0,2.0,3.0,4.0,72
50.0,34.0,2.0,7.0,3.0,52
67.0,40.0,7.0,8.0,2.0,63
52.0,40.0,8.0,6.0,4.0,57
82.0,26.0,7.0,11.0,2.0,64
59.0,28.0,4.0,3.0,3.0,54
73.0,33.0,3.0,8.0,1.0,65
81.0,25.0,7.0,10.0,2.0,67
82.0,36.0,1.0,4.0,2.0,79
70.0,30.0,4.0,7.0,3.0,60
87.0,34.0,3.0,9.0,4.0,79
98.0,32.0,7.0,3.0,1.0,90
94.0,37.0,2.0,9.0,2.0,79
60.0,24.0,6.0,2.0,1.0,57
96.0,31.0,1.0,11.0,5.0,75
54.0,32.0,8.0,7.0,4.0,58
87.0,29.0,2.0,12.0,4.0,74
56.0,25.0,1.0,7.0,5.0,60
71.0,37.0,6.0,10.0,2.0,70
72.0,34.0,3.0,11.0,1.0,67
65.0,24.0,1.0,5.0,2.0,60
85.0,25.0,5.0,10.0,5.0,76
64.0,28.0,3.0,8.0,2.0,61
90.0,25.0,4.0,7.0,1.0,74
66.0,34.0,1.0,2.0,3.0,62
69.0,39.0,1.0,10.0,3.0,66
53.0,28.0,6.0,6.0,1.0,43
84.0,25.0,5.0,10.0,4.0,72
98.0,30.0,4.0,9.0,1.0,85
59.0,32.0,1.0,10.0,5.0,56
83.0,33.0,5.0,9.0,3.0,74
90.0,36.0,1.0,12.0,5.0,86
61.0,38.0,4.0,6.0,1.0,61
80.0,31.0,2.0,2.0,2.0,75
69.0,29.0,6.0,6.0,2.0,62
92.0,24.0,7.0,11.0,5.0,77
92.0,31.0,3.0,7.0,4.0,86
82.0,39.0,8.0,4.0,4.0,85
92.0,33.0,5.0,5.0,3.0,83
67.0,40.0,8.0,7.0,3.0,68
73.0,35.0,5.0,4.0,1.0,68
82.0,36.0,7.0,5.0,5.0,81
53.0,37.0,3.0,5.0,3.0,53
50.0,31.0,3.0,7.0,1.0,47
78.0,38.0,8.0,11.0,5.0,71
86.0,34.0,4.0,6.0,4.0,84
78.0,32.0,3.0,2.0,1.0,77
90.0,25.0,6.0,12.0,3.0,79
93.0,39.0,8.0,9.0,4.0,77
69.0,29.0,8.0,7.0,2.0,66
79.0,39.0,3.0,8.0,4.0,82
95.0,34.0,6.0,12.0,3.0,76
98.0,24.0,6.0,6.0,1.0,89
78.0,26.0,1.0,2.0,4.0,80
67.0,24.0,8.0,3.0,5.0,66
82.0,40.0,2.0,11.0,5.0,77
98.0,25.0,3.0,8.0,1.0,84
55.0,28.0,7.0,4.0,5.0,53
56.0,36.0,1.0,2.0,1.0,59
95.0,34.0,7.0,5.0,4.0,92
58.0,32.0,3.0,9.0,3.0,52
98.0,40.0,3.0,6.0,5.0,94
50.0,37.0,3.0,8.0,5.0,51
55.0,25.0,6.0,5.0,5.0,55
69.0,31.0,2.0,7.0,5.0,67
53.0,24.0,8.0,7.0,4.0,52
61.0,35.0,2.0,9.0,4.0,57
58.0,33.0,6.0,4.0,3.0,58
70.0,31.0,3.0,2.0,5.0,64
76.0,28.0,2.0,2.0,1.0,77
95.0,39.0,5.0,12.0,1.0,84
76.0,40.0,5.0,3.0,1.0,77
50.0,38.0,7.0,3.0,2.0,51
75.0,37.0,7.0,2.0,5.0,83
55.0,31.0,3.0,12.0,3.0,52
63.0,38.0,5.0,4.0,3.0,68
83.0,28.0,1.0,4.0,1.0,80
97.0,39.0,2.0,3.0,2.0,92
75.0,36.0,4.0,11.0,1.0,68
93.0,36.0,4.0,12.0,2.0,84
97.0,38.0,2.0,8.0,1.0,89
86.0,26.0,3.0,10.0,2.0,69
51.0,24.0,1.0,5.0,5.0,51
98.0,27.0,5.0,7.0,2.0,85
80.0,35.0,4.0,11.0,2.0,73
57.0,36.0,8.0,4.0,1.0,56
94.0,31.0,6.0,9.0,3.0,83
91.0,38.0,4.0,3.0,3.0,87
82.0,40.0,1.0,12.0,2.0,76
73.0,32.0,5.0,9.0,4.0,75
63.0,29.0,6.0,6.0,3.0,60
89.0,39.0,4.0,11.0,2.0,81
58.0,32.0,7.0,7.0,3.0,59
87.0,25.0,2.0,2.0,1.0,80
64.0,39.0,5.0,8.0,4.0,71
59.0,32.0,1.0,11.0,5.0,53
92.0,30.0,1.0,6.0,5.0,83
66.0,34.0,1.0,8.0,5.0,64
79.0,31.0,3.0,12.0,1.0,73
90.0,40.0,8.0,8.0,1.0,81
52.0,38.0,2.0,10.0,4.0,61
50.0,30.0,6.0,7.0,4.0,54
55.0,34.0,2.0,12.0,5.0,57
77.0,35.0,3.0,6.0,5.0,82
79.0,28.0,3.0,8.0,4.0,69
66.0,27.0,2.0,4.0,4.0,67
64.0,33.0,5.0,4.0,3.0,63
63.0,30.0,4.0,2.0,5.0,65
63.0,39.0,2.0,3.0,1.0,63
90.0,34.0,1.0,5.0,1.0,90
66.0,28.0,3.0,5.0,2.0,65
78.0,28.0,8.0,6.0,2.0,76
81.0,37.0,6.0,9.0,1.0,72
93.0,27.0,3.0,10.0,4.0,77
57.0,39.0,2.0,5.0,3.0,59
82.0,33.0,8.0,11.0,5.0,76
51.0,24.0,3.0,6.0,3.0,57
75.0,25.0,5.0,9.0,2.0,57
51.0,40.0,8.0,3.0,1.0,56
72.0,26.0,5.0,2.0,5.0,68
95.0,29.0,5.0,7.0,4.0,79
90.0,24.0,4.0,8.0,5.0,78
66.0,29.0,8.0,6.0,4.0,67
50.0,37.0,3.0,7.0,3.0,49
85.0,40.0,2.0,2.0,4.0,88
61.0,29.0,8.0,4.0,2.0,57
53.0,26.0,6.0,11.0,4.0,52
82.0,33.0,5.0,4.0,3.0,81
53.0,24.0,3.0,11.0,1.0,41
98.0,26.0,8.0,8.0,3.0,83
52.0,36.0,2.0,4.0,2.0,57
55.0,25.0,2.0,2.0,2.0,51
81.0,26.0,4.0,12.0,4.0,70
77.0,35.0,3.0,3.0,3.0,70
90.0,36.0,4.0,8.0,5.0,86
67.0,29.0,4.0,5.0,5.0,65
70.0,29.0,6.0,7.0,1.0,59
73.0,33.0,2.0,7.0,2.0,74
59.0,37.0,5.0,6.0,4.0,62
62.0,25.0,4.0,7.0,5.0,60
60.0,29.0,2.0,8.0,1.0,59
95.0,37.0,7.0,5.0,2.0,88
69.0,40.0,7.0,9.0,3.0,68
66.0,36.0,1.0,11.0,1.0,63
72.0,32.0,3.0,2.0,2.0,74
53.0,32.0,6.0,11.0,5.0,62
86.0,36.0,8.0,11.0,2.0,77
88.0,30.0,6.0,12.0,4.0,76
67.0,39.0,4.0,3.0,4.0,68
64.0,34.0,2.0,5.0,3.0,64
70.0,31.0,4.0,12.0,4.0,63
65.0,35.0,4.0,11.0,4.0,59
63.0,28.0,2.0,8.0,3.0,60
75.0,28.0,2.0,6.0,3.0,68
74.0,40.0,2.0,4.0,2.0,79
53.0,29.0,2.0,9.0,2.0,50
59.0,24.0,2.0,11.0,3.0,54
75.0,33.0,7.0,10.0,5.0,75
98.0,25.0,4.0,4.0,2.0,86
80.0,37.0,3.0,4.0,3.0,85
76.0,29.0,4.0,10.0,5.0,71
71.0,27.0,3.0,10.0,5.0,64
76.0,26.0,6.0,3.0,2.0,64
78.0,30.0,3.0,9.0,2.0,69
58.0,34.0,7.0,7.0,3.0,56
59.0,33.0,6.0,3.0,3.0,67
50.0,31.0,4.0,3.0,3.0,54
63.0,29.0,2.0,11.0,3.0,56
71.0,35.0,4.0,7.0,5.0,74
87.0,28.0,6.0,8.0,3.0,76
54.0,32.0,2.0,5.0,3.0,56
97.0,27.0,4.0,3.0,5.0,85
80.0,24.0,6.0,10.0,5.0,67
81.0,36.0,7.0,3.0,3.0,82
93.0,40.0,5.0,6.0,1.0,86
92.0,40.0,1.0,4.0,3.0,90
